id_transaccion,fecha,id_fruta,id_pais,toneladas,precio_usd_tonelada,valor_fob_usd
EXP-2025-0326,2025-07-21,FRU-007,PAI-006,135.42,892.76,120897.56
EXP-2025-0327,2025-08-08,FRU-006,PAI-002,55.01,1195.32,65754.55
EXP-2024-0328,2024-06-03,FRU-001,PAI-004,24.49,2553.26,62529.34
EXP-2024-0329,2024-12-17,FRU-006,PAI-001,80.64,1137.13,91698.16
EXP-2024-0330,2024-09-10,FRU-006,PAI-004,148.74,1204.62,179175.18
EXP-2025-0331,2025-09-16,FRU-002,PAI-003,62.2,1447.89,90058.76
EXP-2025-0332,2025-02-22,FRU-007,PAI-003,105.05,835.54,87773.48
EXP-2025-0333,2025-10-08,FRU-006,PAI-003,19.23,1122.15,21578.94
EXP-2025-0334,2025-11-25,FRU-004,PAI-003,45.28,5492.5,248700.4
EXP-2025-0335,2025-09-09,FRU-007,PAI-002,56.67,911.91,51677.94
EXP-2024-0336,2024-05-24,FRU-003,PAI-003,145.48,773.82,112575.33
EXP-2025-0337,2025-02-05,FRU-002,PAI-005,109.24,1400.33,152972.05
EXP-2025-0338,2025-07-26,FRU-004,PAI-006,120.83,5460.57,659800.67
EXP-2025-0339,2025-11-17,FRU-006,PAI-007,142.6,1295.46,184732.6
EXP-2025-0340,2025-06-23,FRU-001,PAI-006,103.86,2403.26,249602.58
EXP-2024-0341,2024-01-19,FRU-003,PAI-003,35.24,715.7,25221.27
EXP-2025-0342,2025-05-12,FRU-002,PAI-002,150.0,1417.19,212578.5
EXP-2024-0343,2024-10-29,FRU-007,PAI-007,24.16,939.01,22686.48
EXP-2025-0344,2025-06-23,FRU-001,PAI-006,57.15,2502.26,143004.16
EXP-2024-0345,2024-05-14,FRU-005,PAI-004,31.6,3416.17,107950.97
EXP-2025-0346,2025-12-10,FRU-007,PAI-005,123.27,851.84,105006.32
EXP-2025-0347,2025-03-24,FRU-001,PAI-004,61.0,2484.32,151543.52
EXP-2025-0348,2025-03-30,FRU-005,PAI-003,115.33,3763.47,434041.0
EXP-2024-0349,2024-08-27,FRU-005,PAI-002,53.33,3777.77,201468.47
EXP-2025-0350,2025-04-25,FRU-007,PAI-002,61.5,964.39,59309.99
EXP-2025-0351,2025-03-27,FRU-004,PAI-007,49.45,5101.72,252280.05
EXP-2025-0352,2025-06-24,FRU-004,PAI-002,124.36,5450.65,677842.83
EXP-2024-0353,2024-05-21,FRU-007,PAI-003,17.31,897.21,15530.71
EXP-2025-0354,2025-01-15,FRU-005,PAI-001,109.6,3609.16,395563.94
EXP-2024-0355,2024-05-07,FRU-003,PAI-001,116.84,722.73,84443.77
EXP-2025-0356,2025-06-09,FRU-002,PAI-007,71.25,1607.14,114508.73
EXP-2024-0357,2024-08-15,FRU-007,PAI-004,133.85,961.99,128762.36
EXP-2025-0358,2025-02-28,FRU-001,PAI-004,80.28,2298.54,184526.79
EXP-2024-0359,2024-03-24,FRU-003,PAI-002,13.95,801.7,11183.72
EXP-2025-0360,2025-10-27,FRU-003,PAI-007,30.45,694.6,21150.57
EXP-2025-0361,2025-04-28,FRU-006,PAI-007,29.43,1239.46,36477.31
EXP-2025-0362,2025-04-04,FRU-005,PAI-001,136.82,3322.95,454646.02
EXP-2024-0363,2024-08-08,FRU-007,PAI-002,86.83,932.72,80988.08
EXP-2025-0364,2025-06-24,FRU-004,PAI-001,118.66,4981.72,591130.9
EXP-2024-0365,2024-05-04,FRU-001,PAI-002,68.78,2512.86,172834.51
EXP-2025-0366,2025-04-13,FRU-001,PAI-001,127.14,2399.93,305127.1
EXP-2025-0367,2025-07-02,FRU-001,PAI-006,82.15,2300.9,189018.94
EXP-2024-0368,2024-05-27,FRU-003,PAI-004,10.22,732.34,7484.51
EXP-2025-0369,2025-08-07,FRU-004,PAI-002,103.01,4855.23,500137.24
EXP-2025-0370,2025-01-04,FRU-001,PAI-005,86.17,2509.98,216284.98
EXP-2025-0371,2025-06-03,FRU-005,PAI-001,64.66,3582.8,231663.85
EXP-2025-0372,2025-10-12,FRU-004,PAI-003,45.51,4797.51,218334.68
EXP-2024-0373,2024-03-10,FRU-003,PAI-002,112.61,765.39,86190.57
EXP-2025-0374,2025-08-18,FRU-006,PAI-007,56.55,1112.51,62912.44
EXP-2025-0375,2025-07-13,FRU-003,PAI-007,99.99,789.65,78957.1
EXP-2025-0376,2025-12-02,FRU-004,PAI-006,76.99,4935.66,379996.46
EXP-2024-0377,2024-05-18,FRU-001,PAI-006,118.67,2383.75,282879.61
EXP-2024-0378,2024-10-27,FRU-002,PAI-001,120.76,1592.59,192321.17
EXP-2024-0379,2024-11-19,FRU-003,PAI-005,65.75,787.85,51801.14
EXP-2025-0380,2025-04-29,FRU-003,PAI-001,115.46,712.93,82314.9
EXP-2024-0381,2024-12-31,FRU-007,PAI-007,16.69,922.43,15395.36
EXP-2024-0382,2024-10-06,FRU-001,PAI-007,61.52,2549.56,156848.93
EXP-2025-0383,2025-03-26,FRU-004,PAI-003,146.32,5196.84,760401.63
EXP-2025-0384,2025-05-24,FRU-003,PAI-007,82.7,786.14,65013.78
EXP-2025-0385,2025-03-10,FRU-001,PAI-004,94.34,2523.78,238093.41
EXP-2025-0386,2025-07-12,FRU-003,PAI-003,24.36,729.35,17766.97
EXP-2024-0387,2024-10-29,FRU-003,PAI-004,94.37,741.13,69940.44
EXP-2025-0388,2025-12-07,FRU-004,PAI-003,72.6,5388.71,391220.35
EXP-2024-0389,2024-12-27,FRU-005,PAI-004,48.44,3876.5,187777.66
EXP-2024-0390,2024-02-28,FRU-001,PAI-006,99.25,2347.51,232990.37
EXP-2025-0391,2025-11-26,FRU-002,PAI-001,29.99,1525.82,45759.34
EXP-2025-0392,2025-03-24,FRU-001,PAI-002,19.41,2506.95,48659.9
EXP-2025-0393,2025-01-10,FRU-003,PAI-004,142.93,693.89,99177.7
EXP-2024-0394,2024-06-06,FRU-006,PAI-004,142.84,1175.43,167898.42
EXP-2024-0395,2024-03-19,FRU-005,PAI-002,84.12,3541.27,297891.63
EXP-2025-0396,2025-10-27,FRU-003,PAI-002,144.47,693.11,100133.6
EXP-2024-0397,2024-07-09,FRU-004,PAI-005,64.18,5251.31,337029.08
EXP-2024-0398,2024-09-25,FRU-007,PAI-003,108.57,858.9,93250.77
EXP-2025-0399,2025-09-18,FRU-003,PAI-006,138.31,748.94,103585.89
EXP-2024-0400,2024-05-05,FRU-002,PAI-007,20.37,1421.44,28954.73
EXP-2025-0401,2025-12-31,FRU-004,PAI-001,123.47,5589.01,690075.06
EXP-2024-0402,2024-11-23,FRU-006,PAI-003,109.34,1209.6,132257.66
EXP-2024-0403,2024-10-24,FRU-003,PAI-007,32.05,775.15,24843.56
EXP-2025-0404,2025-12-18,FRU-006,PAI-002,121.12,1201.68,145547.48
EXP-2024-0405,2024-05-04,FRU-002,PAI-007,29.44,1569.69,46211.67
EXP-2024-0406,2024-01-27,FRU-003,PAI-005,90.12,746.09,67237.63
EXP-2025-0407,2025-07-18,FRU-002,PAI-005,133.79,1395.78,186741.41
EXP-2025-0408,2025-02-11,FRU-006,PAI-006,77.01,1182.87,91092.82
EXP-2025-0409,2025-02-23,FRU-007,PAI-005,20.33,968.02,19679.85
EXP-2025-0410,2025-10-19,FRU-001,PAI-004,75.22,2406.67,181029.72
EXP-2024-0411,2024-05-11,FRU-007,PAI-007,87.18,912.64,79563.96
EXP-2024-0412,2024-05-12,FRU-004,PAI-005,137.5,4830.1,664138.75
EXP-2024-0413,2024-05-07,FRU-005,PAI-002,52.58,3405.29,179050.15
EXP-2025-0414,2025-12-27,FRU-002,PAI-003,142.65,1504.54,214622.63
EXP-2024-0415,2024-10-17,FRU-007,PAI-001,45.08,919.45,41448.81
EXP-2025-0416,2025-07-18,FRU-003,PAI-002,97.5,763.73,74463.68
EXP-2024-0417,2024-04-05,FRU-005,PAI-006,33.61,3854.37,129545.38
EXP-2024-0418,2024-06-06,FRU-002,PAI-006,97.43,1596.48,155545.05
EXP-2024-0419,2024-12-11,FRU-007,PAI-005,15.77,952.38,15019.03
EXP-2024-0420,2024-03-24,FRU-001,PAI-006,117.94,2309.63,272397.76
EXP-2024-0421,2024-08-03,FRU-007,PAI-005,68.32,920.01,62855.08
EXP-2025-0422,2025-05-24,FRU-006,PAI-005,50.55,1287.68,65092.22
EXP-2025-0423,2025-05-09,FRU-002,PAI-007,123.03,1477.46,181771.9
EXP-2025-0424,2025-04-09,FRU-001,PAI-006,18.39,2376.81,43709.54
EXP-2025-0425,2025-05-10,FRU-004,PAI-002,57.63,4903.53,282590.43
EXP-2024-0426,2024-11-22,FRU-006,PAI-007,58.35,1180.55,68885.09
EXP-2025-0427,2025-01-14,FRU-005,PAI-005,24.87,3451.24,85832.34
EXP-2024-0428,2024-05-05,FRU-003,PAI-004,44.71,701.62,31369.43
EXP-2024-0429,2024-10-24,FRU-004,PAI-007,96.15,4990.56,479842.34
EXP-2024-0430,2024-06-12,FRU-007,PAI-003,140.73,931.84,131137.84
EXP-2024-0431,2024-07-13,FRU-007,PAI-002,79.76,902.12,71953.09
EXP-2025-0432,2025-05-25,FRU-003,PAI-004,13.24,803.43,10637.41
EXP-2025-0433,2025-06-01,FRU-004,PAI-002,40.12,5077.61,203713.71
EXP-2024-0434,2024-02-21,FRU-003,PAI-004,93.65,791.14,74090.26
EXP-2025-0435,2025-11-19,FRU-004,PAI-003,85.14,5488.85,467320.69
EXP-2025-0436,2025-03-17,FRU-002,PAI-003,111.85,1563.33,174858.46
EXP-2025-0437,2025-01-09,FRU-001,PAI-004,17.16,2423.74,41591.38
EXP-2025-0438,2025-01-06,FRU-005,PAI-003,20.29,3602.45,73093.71
EXP-2025-0439,2025-07-17,FRU-003,PAI-007,148.47,771.65,114566.88
EXP-2024-0440,2024-05-01,FRU-002,PAI-001,65.15,1570.78,102336.32
EXP-2024-0441,2024-12-13,FRU-005,PAI-003,115.7,3426.66,396464.56
EXP-2025-0442,2025-06-05,FRU-004,PAI-005,15.64,4816.38,75328.18
EXP-2025-0443,2025-12-31,FRU-003,PAI-007,76.32,744.84,56846.19
EXP-2025-0444,2025-09-12,FRU-005,PAI-002,55.92,3665.13,204954.07
EXP-2024-0445,2024-06-15,FRU-004,PAI-005,113.5,5032.96,571240.96
EXP-2024-0446,2024-12-10,FRU-005,PAI-007,81.36,3594.15,292420.04
EXP-2025-0447,2025-07-30,FRU-003,PAI-004,124.2,734.2,91187.64
EXP-2025-0448,2025-11-20,FRU-001,PAI-004,91.72,2513.95,230579.49
EXP-2025-0449,2025-12-05,FRU-006,PAI-001,93.57,1154.98,108071.48
EXP-2025-0450,2025-11-02,FRU-007,PAI-007,90.99,860.77,78321.46
EXP-2024-0451,2024-02-22,FRU-005,PAI-004,33.87,3674.32,124449.22
EXP-2025-0452,2025-09-26,FRU-007,PAI-007,63.23,946.32,59835.81
EXP-2024-0453,2024-09-05,FRU-001,PAI-005,142.75,2250.2,321216.05
EXP-2024-0454,2024-01-20,FRU-004,PAI-003,68.63,5127.58,351905.82
EXP-2024-0455,2024-07-27,FRU-004,PAI-005,118.5,5549.87,657659.59
EXP-2024-0456,2024-03-04,FRU-006,PAI-002,82.62,1211.69,100109.83
EXP-2025-0457,2025-11-09,FRU-004,PAI-005,62.76,5579.96,350198.29
EXP-2025-0458,2025-04-15,FRU-005,PAI-003,86.48,3701.3,320088.42
EXP-2025-0459,2025-11-28,FRU-006,PAI-007,107.06,1221.13,130734.18
EXP-2024-0460,2024-07-15,FRU-002,PAI-003,88.13,1433.97,126375.78
EXP-2024-0461,2024-10-31,FRU-007,PAI-003,108.69,927.39,100798.02
EXP-2025-0462,2025-05-15,FRU-003,PAI-004,58.83,802.04,47184.01
EXP-2024-0463,2024-10-07,FRU-003,PAI-001,90.29,755.18,68185.2
EXP-2025-0464,2025-02-08,FRU-007,PAI-003,143.65,943.86,135585.49
EXP-2024-0465,2024-10-24,FRU-001,PAI-003,143.74,2238.35,321740.43
EXP-2025-0466,2025-03-28,FRU-006,PAI-003,114.63,1145.09,131261.67
EXP-2025-0467,2025-07-05,FRU-003,PAI-005,107.46,706.47,75917.27
EXP-2025-0468,2025-09-22,FRU-006,PAI-005,43.5,1113.75,48448.12
EXP-2025-0469,2025-06-27,FRU-002,PAI-006,42.6,1404.05,59812.53
EXP-2024-0470,2024-12-04,FRU-006,PAI-004,24.08,1251.99,30147.92
EXP-2024-0471,2024-01-06,FRU-005,PAI-002,66.97,3850.58,257873.34
EXP-2025-0472,2025-05-02,FRU-004,PAI-006,37.92,5585.98,211820.36
EXP-2024-0473,2024-11-24,FRU-003,PAI-006,18.28,782.25,14299.53
EXP-2025-0474,2025-10-29,FRU-005,PAI-002,84.92,3728.52,316625.92
EXP-2024-0475,2024-02-08,FRU-002,PAI-004,133.51,1422.19,189876.59
EXP-2024-0476,2024-02-07,FRU-007,PAI-004,120.31,854.83,102844.6
EXP-2024-0477,2024-10-23,FRU-001,PAI-001,51.77,2439.47,126291.36
EXP-2024-0478,2024-12-09,FRU-003,PAI-004,148.47,755.2,112124.54
EXP-2025-0479,2025-05-20,FRU-002,PAI-007,80.59,1445.48,116491.23
EXP-2024-0480,2024-04-25,FRU-003,PAI-002,112.36,767.79,86268.88
EXP-2024-0481,2024-07-09,FRU-001,PAI-006,57.2,2321.29,132777.79
EXP-2025-0482,2025-11-21,FRU-007,PAI-002,34.57,951.29,32886.1
EXP-2025-0483,2025-02-19,FRU-007,PAI-004,82.14,840.49,69037.85
EXP-2025-0484,2025-11-16,FRU-001,PAI-002,147.44,2391.34,352579.17
EXP-2024-0485,2024-09-11,FRU-001,PAI-003,63.7,2379.55,151577.34
EXP-2024-0486,2024-09-30,FRU-003,PAI-003,91.54,758.75,69455.98
EXP-2024-0487,2024-09-24,FRU-006,PAI-003,106.99,1115.93,119393.35
EXP-2024-0488,2024-05-01,FRU-004,PAI-003,32.36,5354.81,173281.65
EXP-2025-0489,2025-12-21,FRU-007,PAI-003,106.64,919.97,98105.6
EXP-2024-0490,2024-10-29,FRU-003,PAI-005,40.92,804.88,32935.69
EXP-2025-0491,2025-05-04,FRU-002,PAI-004,114.68,1525.38,174930.58
EXP-2025-0492,2025-03-01,FRU-006,PAI-005,137.79,1249.41,172156.2
EXP-2025-0493,2025-11-11,FRU-007,PAI-002,116.66,925.97,108023.66
EXP-2025-0494,2025-09-02,FRU-007,PAI-007,21.46,892.33,19149.4
EXP-2025-0495,2025-12-21,FRU-003,PAI-001,138.41,703.47,97367.28
EXP-2025-0496,2025-07-14,FRU-005,PAI-002,90.18,3398.31,306459.6
EXP-2024-0497,2024-12-01,FRU-007,PAI-005,71.86,925.96,66539.49
EXP-2025-0498,2025-08-20,FRU-004,PAI-001,135.84,5154.64,700206.3
EXP-2024-0499,2024-02-26,FRU-004,PAI-002,81.85,5164.06,422678.31
EXP-2024-0500,2024-02-29,FRU-005,PAI-004,104.19,3489.51,363572.05
