id_registro,fecha_registro,id_barrio,id_comercio,ventas_mensuales_usd,alquiler_promedio_m2,afluencia_peatonal,costo_operativo_usd,porcentaje_descuento_renta
REG000365,2024-05-31,BAR002,COM022,13822,45.09,6625,10709,0.0
REG000366,2024-05-31,BAR002,COM008,159284,45.39,12157,239380,0.0
REG000367,2024-05-31,BAR003,COM023,195480,61.26,14766,369371,0.0
REG000368,2024-05-31,BAR003,COM021,19988,61.57,10349,15909,0.0
REG000369,2024-05-31,BAR004,COM012,4852,21.95,2063,3791,0.0
REG000370,2024-05-31,BAR004,COM013,6962,22.06,3624,6243,0.0
REG000371,2024-05-31,BAR004,COM014,4019,21.38,1906,3536,0.0
REG000372,2024-05-31,BAR004,COM016,7175,21.83,3022,5195,0.0
REG000373,2024-05-31,BAR004,COM023,138734,27.4,11919,205817,0.0
REG000374,2024-05-31,BAR001,COM017,5966,13.16,3233,4392,0.0
REG000375,2024-05-31,BAR001,COM018,5170,12.69,2006,3708,0.0
REG000376,2024-05-31,BAR001,COM019,11476,12.52,5125,7656,0.0
REG000377,2024-05-31,BAR005,COM003,4873,10.22,2595,3398,0.0
REG000378,2024-05-31,BAR005,COM007,4586,10.53,2039,3127,0.0
REG000379,2024-06-30,BAR006,COM001,5765,10.23,2576,4036,0.0
REG000380,2024-06-30,BAR006,COM002,8686,10.25,4016,5495,0.0
REG000381,2024-06-30,BAR006,COM004,4173,10.46,1870,3222,0.0
REG000382,2024-06-30,BAR007,COM010,5033,8.36,2188,3390,0.0
REG000383,2024-06-30,BAR007,COM011,7035,8.37,2914,4519,0.0
REG000384,2024-06-30,BAR008,COM024,10381,17.23,5008,6938,0.0
REG000385,2024-06-30,BAR008,COM025,6665,16.45,3422,4729,0.0
REG000386,2024-06-30,BAR008,COM009,82546,18.72,7817,99211,0.0
REG000387,2024-06-30,BAR002,COM020,22554,46.03,9770,19693,0.0
REG000388,2024-06-30,BAR002,COM022,14766,45.88,7409,11407,0.0
REG000389,2024-06-30,BAR002,COM008,146593,44.1,11372,227173,0.0
REG000390,2024-06-30,BAR003,COM023,203840,60.46,14447,373212,0.0
REG000391,2024-06-30,BAR003,COM021,20847,59.43,9453,16146,0.0
REG000392,2024-06-30,BAR004,COM012,4397,22.73,2220,3553,0.0
REG000393,2024-06-30,BAR004,COM013,6503,23.34,3480,6034,0.0
REG000394,2024-06-30,BAR004,COM014,3980,22.49,1732,3652,0.0
REG000395,2024-06-30,BAR004,COM016,6748,22.26,3252,5088,0.0
REG000396,2024-06-30,BAR004,COM023,160809,27.0,12320,221179,0.0
REG000397,2024-06-30,BAR001,COM017,5875,12.71,2528,4225,0.0
REG000398,2024-06-30,BAR001,COM018,5426,13.15,2197,3882,0.0
REG000399,2024-06-30,BAR001,COM019,10964,12.88,4513,7210,0.0
REG000400,2024-06-30,BAR005,COM003,5304,10.52,2256,3400,0.0
REG000401,2024-06-30,BAR005,COM007,4419,10.62,2408,3084,0.0
REG000402,2024-07-31,BAR006,COM001,5685,10.38,2527,4023,0.0
REG000403,2024-07-31,BAR006,COM002,8024,10.43,3377,5108,0.0
REG000404,2024-07-31,BAR006,COM004,4647,10.29,2117,3528,0.0
REG000405,2024-07-31,BAR007,COM010,5090,8.39,2266,3701,0.0
REG000406,2024-07-31,BAR007,COM011,6849,8.59,2953,4174,0.0
REG000407,2024-07-31,BAR008,COM024,10301,16.89,4391,6888,0.0
REG000408,2024-07-31,BAR008,COM025,6853,16.77,2790,4860,0.0
REG000409,2024-07-31,BAR008,COM009,90625,19.59,7641,107211,0.0
REG000410,2024-07-31,BAR002,COM020,21542,45.26,9319,18923,0.0
REG000411,2024-07-31,BAR002,COM022,13920,44.65,6133,10774,0.0
REG000412,2024-07-31,BAR002,COM008,158369,45.07,12507,238933,0.0
REG000413,2024-07-31,BAR003,COM023,198871,62.33,15303,374899,0.0
REG000414,2024-07-31,BAR003,COM021,20597,62.09,10104,16284,0.0
REG000415,2024-07-31,BAR004,COM013,6028,24.12,2796,5788,0.0
REG000416,2024-07-31,BAR004,COM014,3452,23.28,1874,3066,0.0
REG000417,2024-07-31,BAR004,COM016,6548,23.71,2800,4838,0.0
REG000418,2024-07-31,BAR004,COM023,160549,28.59,12814,228058,0.0
REG000419,2024-07-31,BAR001,COM017,6489,12.79,3023,4443,0.0
REG000420,2024-07-31,BAR001,COM018,4831,12.94,2357,3239,0.0
REG000421,2024-07-31,BAR001,COM019,11220,12.72,4899,7684,0.0
REG000422,2024-07-31,BAR005,COM003,4964,10.85,2533,3313,0.0
REG000423,2024-07-31,BAR005,COM007,4562,10.83,2317,3181,0.0
REG000424,2024-08-31,BAR006,COM001,5409,10.37,2233,3559,0.0
REG000425,2024-08-31,BAR006,COM002,8431,10.36,3508,5282,0.0
REG000426,2024-08-31,BAR006,COM004,4477,10.27,2094,3423,0.0
REG000427,2024-08-31,BAR007,COM010,5385,8.64,2040,3613,0.0
REG000428,2024-08-31,BAR007,COM011,6887,8.53,2828,4359,0.0
REG000429,2024-08-31,BAR008,COM024,11676,16.91,4748,7721,0.0
REG000430,2024-08-31,BAR008,COM025,6841,17.34,3510,4880,0.0
REG000431,2024-08-31,BAR008,COM009,79824,19.17,7603,99702,0.0
REG000432,2024-08-31,BAR002,COM020,22385,46.66,10571,19699,0.0
REG000433,2024-08-31,BAR002,COM022,13796,46.8,6785,10977,0.0
REG000434,2024-08-31,BAR002,COM008,148203,46.95,14427,234036,0.0
REG000435,2024-08-31,BAR003,COM023,194054,61.33,19566,367644,0.0
REG000436,2024-08-31,BAR003,COM021,21358,62.82,8436,16868,0.0
REG000437,2024-08-31,BAR004,COM013,6465,24.66,3123,5900,0.0
REG000438,2024-08-31,BAR004,COM014,3224,24.06,1370,3220,0.0
REG000439,2024-08-31,BAR004,COM016,5598,23.84,2642,4497,0.0
REG000440,2024-08-31,BAR004,COM023,149743,30.2,12172,224941,0.0
REG000441,2024-08-31,BAR001,COM017,6438,13.03,2960,4343,0.0
REG000442,2024-08-31,BAR001,COM018,5235,12.73,2178,3813,0.0
REG000443,2024-08-31,BAR001,COM019,10432,12.72,4609,7137,0.0
REG000444,2024-08-31,BAR001,COM015,76113,16.6,6143,81878,0.0
REG000445,2024-08-31,BAR005,COM003,4976,10.7,2244,3309,0.0
REG000446,2024-08-31,BAR005,COM007,4927,10.87,2437,3403,0.0
REG000447,2024-09-30,BAR006,COM001,5228,10.54,2305,3588,0.0
REG000448,2024-09-30,BAR006,COM002,8333,10.39,3873,5127,0.0
REG000449,2024-09-30,BAR006,COM004,4785,10.53,2057,3418,0.0
REG000450,2024-09-30,BAR007,COM010,5068,8.4,2351,3575,0.0
REG000451,2024-09-30,BAR007,COM011,6701,8.31,3008,4133,0.0
REG000452,2024-09-30,BAR008,COM024,10435,17.4,5397,6798,0.0
REG000453,2024-09-30,BAR008,COM025,7229,17.03,3121,5165,0.0
REG000454,2024-09-30,BAR008,COM009,86742,19.0,8078,104786,0.0
REG000455,2024-09-30,BAR002,COM020,22048,48.29,9267,19505,0.0
REG000456,2024-09-30,BAR002,COM022,14704,47.77,6794,11666,0.0
REG000457,2024-09-30,BAR002,COM008,150377,48.22,14857,239195,0.0
REG000458,2024-09-30,BAR003,COM023,226118,63.9,19652,402012,0.0
REG000459,2024-09-30,BAR003,COM021,22392,65.94,10719,17711,0.0
REG000460,2024-09-30,BAR004,COM013,5767,24.57,2211,5876,0.0
REG000461,2024-09-30,BAR004,COM014,3410,25.23,1344,3308,0.0
REG000462,2024-09-30,BAR004,COM016,5698,25.12,2774,4315,0.0
REG000463,2024-09-30,BAR004,COM023,146198,30.68,11382,222928,0.0
REG000464,2024-09-30,BAR001,COM017,5995,13.57,2378,4275,0.0
REG000465,2024-09-30,BAR001,COM018,4548,13.62,2349,3436,0.0
REG000466,2024-09-30,BAR001,COM019,10499,13.0,5227,7182,0.0
REG000467,2024-09-30,BAR001,COM015,73955,16.49,5920,78968,0.0
REG000468,2024-09-30,BAR005,COM003,5083,10.78,2239,3600,0.0
REG000469,2024-09-30,BAR005,COM007,4860,10.31,2006,3292,0.0
REG000470,2024-10-31,BAR006,COM001,5042,10.2,2607,3454,0.0
REG000471,2024-10-31,BAR006,COM002,8683,10.68,3833,5530,0.0
REG000472,2024-10-31,BAR006,COM004,4209,10.7,1922,3174,0.0
REG000473,2024-10-31,BAR007,COM010,4779,8.36,2352,3207,0.0
REG000474,2024-10-31,BAR007,COM011,6681,8.51,3208,4181,0.0
REG000475,2024-10-31,BAR008,COM024,11248,17.38,5038,7329,0.0
REG000476,2024-10-31,BAR008,COM025,7054,17.6,2847,4751,0.0
REG000477,2024-10-31,BAR008,COM009,90613,19.01,7195,107024,0.0
REG000478,2024-10-31,BAR002,COM020,21818,47.86,8548,19507,0.0
REG000479,2024-10-31,BAR002,COM022,14276,47.91,5972,11112,0.0
REG000480,2024-10-31,BAR002,COM008,162342,46.67,12170,245322,0.0
REG000481,2024-10-31,BAR003,COM023,210390,65.5,19300,395267,0.0
REG000482,2024-10-31,BAR003,COM021,20850,66.66,8269,16856,0.0
REG000483,2024-10-31,BAR004,COM013,5604,26.43,2349,5792,0.0
REG000484,2024-10-31,BAR004,COM014,2883,25.36,1160,3224,0.0
REG000485,2024-10-31,BAR004,COM016,4696,26.72,2591,3764,0.0
REG000486,2024-10-31,BAR004,COM023,162484,32.34,12626,242884,0.0
REG000487,2024-10-31,BAR001,COM017,5275,14.14,2535,3832,0.0
REG000488,2024-10-31,BAR001,COM018,4726,13.63,2241,3449,0.0
REG000489,2024-10-31,BAR001,COM019,10223,13.86,4841,6970,0.0
REG000490,2024-10-31,BAR001,COM015,79409,17.2,5943,85034,0.0
REG000491,2024-10-31,BAR005,COM003,4896,10.34,2216,3222,0.0
REG000492,2024-10-31,BAR005,COM007,4730,10.67,2246,3297,0.0
REG000493,2024-11-30,BAR006,COM001,5299,10.33,2282,3854,0.0
REG000494,2024-11-30,BAR006,COM002,8150,10.66,4216,5123,0.0
REG000495,2024-11-30,BAR006,COM004,4769,10.16,2205,3414,0.0
REG000496,2024-11-30,BAR007,COM010,4635,8.62,2004,3361,0.0
REG000497,2024-11-30,BAR007,COM011,6836,8.52,2587,4140,0.0
REG000498,2024-11-30,BAR008,COM024,11867,16.84,4665,7754,0.0
REG000499,2024-11-30,BAR008,COM025,7135,17.54,2892,4888,0.0
REG000500,2024-11-30,BAR008,COM009,90896,19.45,7587,107512,0.0
REG000501,2024-11-30,BAR002,COM020,22319,47.75,8832,19658,0.0
REG000502,2024-11-30,BAR002,COM022,15796,49.67,5817,12380,0.0
REG000503,2024-11-30,BAR002,COM008,159928,48.55,13994,249063,0.0
REG000504,2024-11-30,BAR003,COM023,220394,67.77,20244,410739,0.0
REG000505,2024-11-30,BAR003,COM021,19917,66.14,9351,16316,0.0
REG000506,2024-11-30,BAR004,COM013,5266,26.63,2249,5676,0.0
REG000507,2024-11-30,BAR004,COM014,2948,27.06,1372,3326,0.0
REG000508,2024-11-30,BAR004,COM016,4440,26.54,2180,3684,0.0
REG000509,2024-11-30,BAR004,COM023,167634,33.63,13661,249644,0.0
REG000510,2024-11-30,BAR001,COM017,4698,13.95,2398,3622,0.0
REG000511,2024-11-30,BAR001,COM018,4350,13.88,1923,3282,0.0
REG000512,2024-11-30,BAR001,COM019,9947,14.13,4780,7049,0.15
REG000513,2024-11-30,BAR001,COM015,85219,17.17,6286,89949,0.0
REG000514,2024-11-30,BAR005,COM003,5002,11.0,2758,3372,0.0
REG000515,2024-11-30,BAR005,COM007,4780,10.49,1972,3357,0.0
REG000516,2024-12-31,BAR006,COM001,6821,10.42,3016,4533,0.0
REG000517,2024-12-31,BAR006,COM002,10039,10.51,4543,6188,0.0
REG000518,2024-12-31,BAR006,COM004,5818,10.48,2160,4264,0.0
REG000519,2024-12-31,BAR007,COM010,5892,8.54,3074,3992,0.0
REG000520,2024-12-31,BAR007,COM011,7467,8.46,3297,4766,0.0
REG000521,2024-12-31,BAR008,COM024,13320,17.02,6281,8494,0.0
REG000522,2024-12-31,BAR008,COM025,8602,17.38,3578,5822,0.0
REG000523,2024-12-31,BAR008,COM009,102840,20.2,9410,119508,0.0
REG000524,2024-12-31,BAR002,COM020,26204,48.31,12436,22076,0.0
REG000525,2024-12-31,BAR002,COM022,18383,49.26,7270,13779,0.0
REG000526,2024-12-31,BAR002,COM008,200567,47.99,16549,277484,0.0
REG000527,2024-12-31,BAR003,COM023,279061,68.51,23966,459981,0.0
REG000528,2024-12-31,BAR003,COM021,26870,66.74,11275,20166,0.0
REG000529,2024-12-31,BAR004,COM013,4667,27.69,1807,5406,0.0
REG000530,2024-12-31,BAR004,COM014,2633,27.87,1233,2997,0.0
REG000531,2024-12-31,BAR004,COM016,4446,27.08,1707,3840,0.0
REG000532,2024-12-31,BAR004,COM023,204450,33.11,14758,277982,0.0
REG000533,2024-12-31,BAR001,COM017,4796,14.93,2186,3497,0.0
REG000534,2024-12-31,BAR001,COM018,3584,14.3,1517,2782,0.0
REG000535,2024-12-31,BAR001,COM019,9202,14.48,4755,6468,0.15
REG000536,2024-12-31,BAR001,COM015,96863,18.75,7763,99504,0.0
REG000537,2024-12-31,BAR005,COM003,6764,10.81,3073,4487,0.0
REG000538,2024-12-31,BAR005,COM007,5280,10.64,2767,3491,0.0
REG000539,2025-01-31,BAR006,COM001,4524,10.32,1934,3252,0.0
REG000540,2025-01-31,BAR006,COM002,8192,10.57,3491,5318,0.0
REG000541,2025-01-31,BAR006,COM004,4078,10.24,1621,3041,0.0
REG000542,2025-01-31,BAR007,COM010,4797,8.59,2279,3186,0.0
REG000543,2025-01-31,BAR007,COM011,6353,8.81,2358,4013,0.0
REG000544,2025-01-31,BAR008,COM024,10851,17.28,3968,7403,0.0
REG000545,2025-01-31,BAR008,COM025,6385,17.69,2862,4514,0.0
REG000546,2025-01-31,BAR008,COM009,76519,19.67,5885,97760,0.0
REG000547,2025-01-31,BAR002,COM020,21036,49.53,8692,19401,0.0
REG000548,2025-01-31,BAR002,COM022,14416,50.71,5421,11525,0.0
REG000549,2025-01-31,BAR002,COM008,137950,49.84,14141,234878,0.0
REG000550,2025-01-31,BAR003,COM023,206233,70.93,15689,410910,0.0
REG000551,2025-01-31,BAR003,COM021,17774,68.11,9453,15380,0.0
REG000552,2025-01-31,BAR004,COM014,2361,29.64,1095,2905,0.0
REG000553,2025-01-31,BAR004,COM016,4229,28.16,1975,3799,0.0
REG000554,2025-01-31,BAR004,COM023,148490,34.41,13036,237565,0.0
REG000555,2025-01-31,BAR001,COM017,4320,15.22,2044,3333,0.0
REG000556,2025-01-31,BAR001,COM018,3234,14.83,1408,2541,0.0
REG000557,2025-01-31,BAR001,COM019,8726,14.73,3923,6257,0.15
REG000558,2025-01-31,BAR001,COM015,71267,18.23,6126,79172,0.0
REG000559,2025-01-31,BAR005,COM003,5434,10.63,2135,3561,0.0
REG000560,2025-01-31,BAR005,COM007,4739,10.48,2056,3328,0.0
REG000561,2025-01-31,BAR005,COM008,111418,14.57,9673,124670,0.0
REG000562,2025-02-28,BAR006,COM001,5150,10.44,2395,3599,0.0
REG000563,2025-02-28,BAR006,COM002,8623,10.51,3442,5404,0.0
REG000564,2025-02-28,BAR006,COM004,4340,10.4,1793,3361,0.0
REG000565,2025-02-28,BAR007,COM010,4779,8.42,2347,3271,0.0
REG000566,2025-02-28,BAR007,COM011,6444,8.68,3415,4156,0.0
REG000567,2025-02-28,BAR008,COM024,11017,17.89,4880,7487,0.0
REG000568,2025-02-28,BAR008,COM025,6435,17.37,3547,4747,0.0
REG000569,2025-02-28,BAR008,COM009,87901,20.7,6872,108760,0.0
REG000570,2025-02-28,BAR002,COM020,22778,50.76,9412,20472,0.0
REG000571,2025-02-28,BAR002,COM022,14621,51.75,6256,11662,0.0
REG000572,2025-02-28,BAR002,COM008,168419,51.06,12283,261108,0.0
REG000573,2025-02-28,BAR003,COM023,224111,72.2,19537,429429,0.0
REG000574,2025-02-28,BAR003,COM021,21272,69.41,10376,17282,0.0
REG000575,2025-02-28,BAR004,COM014,2366,29.72,1125,2938,0.0
REG000576,2025-02-28,BAR004,COM016,3696,30.17,1822,3625,0.0
REG000577,2025-02-28,BAR004,COM023,149862,37.6,14564,250450,0.0
REG000578,2025-02-28,BAR001,COM017,3916,15.85,1725,3291,0.0
REG000579,2025-02-28,BAR001,COM018,3400,15.33,1496,2864,0.0
REG000580,2025-02-28,BAR001,COM019,9192,15.07,4133,6668,0.15
REG000581,2025-02-28,BAR001,COM015,78974,19.49,7056,86076,0.0
REG000582,2025-02-28,BAR005,COM003,5419,10.95,2743,3710,0.0
REG000583,2025-02-28,BAR005,COM007,4485,10.69,2350,2937,0.0
REG000584,2025-02-28,BAR005,COM008,116153,14.94,9681,130099,0.0
REG000585,2025-03-31,BAR006,COM001,5381,10.77,2449,3779,0.0
REG000586,2025-03-31,BAR006,COM002,8507,10.29,3965,5180,0.0
REG000587,2025-03-31,BAR006,COM004,4863,10.35,2006,3771,0.0
REG000588,2025-03-31,BAR007,COM010,4877,8.61,2040,3295,0.0
REG000589,2025-03-31,BAR007,COM011,6610,8.61,3000,4203,0.0
REG000590,2025-03-31,BAR008,COM024,10987,17.97,4879,7177,0.0
REG000591,2025-03-31,BAR008,COM025,7008,17.83,3438,4769,0.0
REG000592,2025-03-31,BAR008,COM009,87577,19.9,8714,105450,0.0
REG000593,2025-03-31,BAR002,COM020,23828,50.72,10272,20975,0.0
REG000594,2025-03-31,BAR002,COM022,15313,51.33,6163,11870,0.0
REG000595,2025-03-31,BAR002,COM008,160228,51.83,14512,256330,0.0
REG000596,2025-03-31,BAR003,COM023,214405,72.64,19901,424093,0.0
REG000597,2025-03-31,BAR003,COM021,20236,73.15,8534,16790,0.0
REG000598,2025-03-31,BAR004,COM014,2098,30.49,910,2971,0.0
REG000599,2025-03-31,BAR004,COM016,3684,31.11,1652,3615,0.0
REG000600,2025-03-31,BAR004,COM023,158167,38.59,13861,260669,0.0
REG000601,2025-03-31,BAR001,COM018,3104,15.73,1494,2603,0.0
REG000602,2025-03-31,BAR001,COM019,8213,15.56,3471,5984,0.15
REG000603,2025-03-31,BAR001,COM015,83852,19.91,6133,91133,0.0
REG000604,2025-03-31,BAR005,COM003,5094,11.08,2103,3488,0.1
REG000605,2025-03-31,BAR005,COM007,4363,11.63,2050,3012,0.0
REG000606,2025-03-31,BAR005,COM008,109904,15.07,9687,125302,0.0
REG000607,2025-04-30,BAR006,COM001,5364,10.31,2160,3568,0.0
REG000608,2025-04-30,BAR006,COM002,9380,10.63,4344,5829,0.0
REG000609,2025-04-30,BAR006,COM004,4477,10.84,2177,3408,0.0
REG000610,2025-04-30,BAR007,COM010,4656,8.79,2001,3217,0.0
REG000611,2025-04-30,BAR007,COM011,6689,8.48,2818,4148,0.0
REG000612,2025-04-30,BAR008,COM024,11868,17.79,5551,7651,0.0
REG000613,2025-04-30,BAR008,COM025,7162,18.08,2757,4945,0.0
REG000614,2025-04-30,BAR008,COM009,85298,20.73,8413,105939,0.0
REG000615,2025-04-30,BAR002,COM020,20891,53.35,11631,19893,0.0
REG000616,2025-04-30,BAR002,COM022,16237,52.16,6419,12560,0.0
REG000617,2025-04-30,BAR002,COM008,168409,53.87,15518,268585,0.0
REG000618,2025-04-30,BAR003,COM023,239016,73.23,17477,444438,0.0
REG000619,2025-04-30,BAR003,COM021,22204,71.39,10508,17722,0.0
REG000620,2025-04-30,BAR004,COM014,1883,31.17,819,2678,0.0
REG000621,2025-04-30,BAR004,COM016,3391,31.68,1431,3513,0.0
REG000622,2025-04-30,BAR004,COM023,157326,39.97,12756,265580,0.0
REG000623,2025-04-30,BAR001,COM018,2599,16.85,1331,2433,0.0
REG000624,2025-04-30,BAR001,COM019,9129,16.76,4329,6512,0.15
REG000625,2025-04-30,BAR001,COM015,78546,20.76,7567,88834,0.0
REG000626,2025-04-30,BAR005,COM003,5257,11.56,2506,3569,0.1
REG000627,2025-04-30,BAR005,COM007,3953,11.54,1695,2816,0.0
REG000628,2025-04-30,BAR005,COM008,109786,15.64,10901,126289,0.0
REG000629,2025-05-31,BAR006,COM001,5383,10.95,2826,3684,0.0
REG000630,2025-05-31,BAR006,COM002,9124,10.81,3380,5788,0.0
REG000631,2025-05-31,BAR006,COM004,4666,10.57,2041,3325,0.0
REG000632,2025-05-31,BAR007,COM010,4811,8.64,2314,3262,0.0
REG000633,2025-05-31,BAR007,COM011,7012,8.59,2818,4376,0.0
REG000634,2025-05-31,BAR008,COM024,11391,17.66,5293,7609,0.0
REG000635,2025-05-31,BAR008,COM025,6433,18.13,2701,4583,0.0
REG000636,2025-05-31,BAR008,COM009,98096,20.55,6860,114506,0.0
REG000637,2025-05-31,BAR002,COM020,21354,53.7,11592,19952,0.0
REG000638,2025-05-31,BAR002,COM022,14272,54.48,7170,11600,0.0
REG000639,2025-05-31,BAR002,COM008,164907,52.69,14977,263160,0.0
REG000640,2025-05-31,BAR003,COM023,226607,73.29,17275,435667,0.0
REG000641,2025-05-31,BAR003,COM021,22417,75.06,9149,18059,0.0
REG000642,2025-05-31,BAR004,COM016,2966,32.59,1422,3306,0.0
REG000643,2025-05-31,BAR004,COM023,169871,41.27,11705,279920,0.0
REG000644,2025-05-31,BAR001,COM018,2420,16.46,1141,2160,0.0
REG000645,2025-05-31,BAR001,COM019,7686,16.7,3989,6015,0.15
REG000646,2025-05-31,BAR001,COM015,85916,21.43,6112,93996,0.0
REG000647,2025-05-31,BAR005,COM003,4748,11.88,2627,3071,0.1
REG000648,2025-05-31,BAR005,COM007,3731,12.02,1789,2703,0.0
REG000649,2025-05-31,BAR005,COM008,116583,16.19,8823,134129,0.0
REG000650,2025-06-30,BAR006,COM001,5157,10.85,2194,3660,0.0
REG000651,2025-06-30,BAR006,COM002,9398,10.57,3838,5694,0.0
REG000652,2025-06-30,BAR006,COM004,4253,10.72,1932,3322,0.0
REG000653,2025-06-30,BAR007,COM010,5269,8.79,2366,3776,0.0
REG000654,2025-06-30,BAR007,COM011,6463,8.7,3178,4049,0.0
REG000655,2025-06-30,BAR008,COM024,11078,17.43,5592,7510,0.0
REG000656,2025-06-30,BAR008,COM025,6882,17.5,3557,4819,0.0
REG000657,2025-06-30,BAR008,COM009,93952,21.39,8013,114758,0.0
REG000658,2025-06-30,BAR002,COM020,21207,55.07,11576,20251,0.0
REG000659,2025-06-30,BAR002,COM022,15600,54.75,6611,12620,0.0
REG000660,2025-06-30,BAR002,COM008,160069,52.5,15629,257628,0.0
REG000661,2025-06-30,BAR003,COM023,216795,76.8,16750,439913,0.0
REG000662,2025-06-30,BAR003,COM021,22008,75.11,10387,18118,0.0
REG000663,2025-06-30,BAR004,COM016,2963,34.54,1171,3222,0.0
REG000664,2025-06-30,BAR004,COM023,166334,41.17,13047,276451,0.0
REG000665,2025-06-30,BAR001,COM018,2337,17.54,1093,2333,0.0
REG000666,2025-06-30,BAR001,COM019,7409,17.61,3815,5875,0.15
REG000667,2025-06-30,BAR001,COM015,76950,21.21,7617,87341,0.0
REG000668,2025-06-30,BAR005,COM003,5047,12.02,2223,3533,0.1
REG000669,2025-06-30,BAR005,COM007,3326,12.31,1726,2517,0.0
REG000670,2025-06-30,BAR005,COM008,127713,16.44,8922,143282,0.0
REG000671,2025-07-31,BAR006,COM001,5227,10.48,2675,3758,0.0
REG000672,2025-07-31,BAR006,COM002,9300,10.9,3705,5608,0.0
REG000673,2025-07-31,BAR006,COM004,4399,10.44,2266,3430,0.0
REG000674,2025-07-31,BAR007,COM010,4707,8.68,2347,3266,0.0
REG000675,2025-07-31,BAR007,COM011,6760,8.64,3040,4110,0.0
REG000676,2025-07-31,BAR008,COM024,11623,18.24,4599,7587,0.0
REG000677,2025-07-31,BAR008,COM025,6398,18.39,3145,4489,0.0
REG000678,2025-07-31,BAR008,COM009,92511,20.52,7789,111956,0.0
REG000679,2025-07-31,BAR002,COM020,22838,56.07,11398,21367,0.0
REG000680,2025-07-31,BAR002,COM022,14783,54.43,6749,12056,0.0
REG000681,2025-07-31,BAR002,COM008,163386,54.29,13599,265170,0.0
REG000682,2025-07-31,BAR003,COM023,223885,78.25,22037,451468,0.0
REG000683,2025-07-31,BAR003,COM021,20609,76.69,11432,17299,0.0
REG000684,2025-07-31,BAR004,COM016,2678,35.61,1381,3000,0.0
REG000685,2025-07-31,BAR004,COM023,169070,42.87,12694,284165,0.0
REG000686,2025-07-31,BAR001,COM019,7836,17.91,3472,6151,0.15
REG000687,2025-07-31,BAR001,COM015,88642,22.75,6307,97931,0.0
REG000688,2025-07-31,BAR005,COM003,4816,12.26,1892,3255,0.1
REG000689,2025-07-31,BAR005,COM007,3530,12.8,1667,2362,0.0
REG000690,2025-07-31,BAR005,COM008,126611,17.05,10464,142589,0.0
REG000691,2025-08-31,BAR006,COM001,5300,10.75,2537,3522,0.0
REG000692,2025-08-31,BAR006,COM002,9064,10.49,4579,5820,0.0
REG000693,2025-08-31,BAR006,COM004,4589,10.88,2327,3425,0.0
REG000694,2025-08-31,BAR007,COM010,4718,8.51,2624,3173,0.0
REG000695,2025-08-31,BAR007,COM011,6246,8.76,3339,3902,0.0
REG000696,2025-08-31,BAR008,COM024,11036,17.83,5966,7276,0.0
REG000697,2025-08-31,BAR008,COM025,7137,18.35,3427,4923,0.0
REG000698,2025-08-31,BAR008,COM009,88564,20.75,7377,108989,0.0
REG000699,2025-08-31,BAR002,COM020,21505,54.41,10608,20275,0.0
REG000700,2025-08-31,BAR002,COM022,15366,57.08,6749,12344,0.0
REG000701,2025-08-31,BAR002,COM008,170318,54.26,13899,269813,0.0
REG000702,2025-08-31,BAR003,COM023,251296,79.16,21012,474151,0.0
REG000703,2025-08-31,BAR003,COM021,21655,76.31,11142,17832,0.0
REG000704,2025-08-31,BAR004,COM016,2581,37.13,1120,3108,0.0
REG000705,2025-08-31,BAR004,COM023,156044,44.65,16127,279893,0.0
REG000706,2025-08-31,BAR001,COM019,7191,18.42,3658,5850,0.15
REG000707,2025-08-31,BAR001,COM015,77261,23.53,6229,91464,0.0
REG000708,2025-08-31,BAR005,COM003,5062,12.67,1945,3516,0.1
REG000709,2025-08-31,BAR005,COM007,3170,12.59,1484,2483,0.0
REG000710,2025-08-31,BAR005,COM008,112339,17.66,8619,133661,0.0
REG000711,2025-09-30,BAR006,COM001,5902,11.0,2239,3973,0.0
REG000712,2025-09-30,BAR006,COM002,8721,10.57,3441,5496,0.0
REG000713,2025-09-30,BAR006,COM004,4506,10.48,2284,3480,0.0
REG000714,2025-09-30,BAR007,COM010,4828,8.58,2073,3296,0.0
REG000715,2025-09-30,BAR007,COM011,6215,8.8,3403,3810,0.0
REG000716,2025-09-30,BAR008,COM024,11393,18.24,4929,7393,0.0
REG000717,2025-09-30,BAR008,COM025,6526,17.85,2941,4792,0.0
REG000718,2025-09-30,BAR008,COM009,97795,21.68,8044,117893,0.0
REG000719,2025-09-30,BAR002,COM020,23906,55.88,11923,21848,0.0
REG000720,2025-09-30,BAR002,COM022,16352,56.37,6940,12913,0.0
REG000721,2025-09-30,BAR002,COM008,173562,55.41,13464,276694,0.0
REG000722,2025-09-30,BAR003,COM023,224621,81.99,21823,464228,0.0
REG000723,2025-09-30,BAR003,COM021,24193,81.91,10998,19589,0.0
REG000724,2025-09-30,BAR004,COM023,163698,47.36,14837,296278,0.0
REG000725,2025-09-30,BAR001,COM019,7844,18.69,2863,6248,0.15
REG000726,2025-09-30,BAR001,COM015,82349,24.25,7652,96022,0.0
REG000727,2025-09-30,BAR005,COM003,4811,13.33,1945,3425,0.1
REG000728,2025-09-30,BAR005,COM007,2719,13.25,1503,2305,0.0
REG000729,2025-09-30,BAR005,COM008,122827,17.34,10326,142131,0.0
REG000730,2025-10-31,BAR006,COM001,5547,10.69,2813,3828,0.0
